attempt_id,lead_id,channel,attempt_ts,outcome,campaign_id
93,31,sms,2025-12-24T09:50:28,voicemail,cmp_1
94,32,call,2026-01-02T14:05:28,answered,cmp_7
95,32,call,2026-01-03T11:22:28,answered,cmp_8
96,32,call,2025-12-31T22:44:28,dropped,cmp_6
97,33,call,2025-12-27T04:19:28,no_answer,cmp_6
98,33,sms,2025-12-23T21:29:28,no_answer,cmp_1
99,33,sms,2025-12-29T16:14:28,dropped,cmp_7
100,34,sms,2025-12-18T21:19:28,no_answer,cmp_2
101,34,call,2025-12-18T11:16:28,answered,cmp_2
102,34,call,2025-12-21T15:18:28,answered,cmp_7
103,34,call,2025-12-20T21:24:28,answered,cmp_3
104,34,sms,2025-12-21T23:04:28,voicemail,cmp_4
105,34,call,2025-12-19T18:32:28,voicemail,cmp_1
106,35,call,2025-12-27T15:43:28,dropped,cmp_8
107,35,sms,2025-12-23T03:26:28,voicemail,cmp_7
108,35,sms,2025-12-25T20:04:28,dropped,cmp_4
109,35,call,2025-12-28T23:04:28,answered,cmp_7
110,36,sms,2026-01-03T02:32:28,no_answer,cmp_6
111,36,sms,2026-01-03T13:23:28,answered,cmp_4
112,36,call,2025-12-29T18:48:28,no_answer,cmp_4
113,37,call,2025-12-24T15:20:28,no_answer,cmp_2
114,37,call,2025-12-28T20:59:28,no_answer,cmp_7
115,37,sms,2025-12-24T22:21:28,voicemail,cmp_5
116,38,sms,2025-12-20T17:38:28,dropped,cmp_6
117,38,sms,2025-12-19T01:02:28,no_answer,cmp_1
118,39,sms,2025-12-28T16:43:28,no_answer,cmp_6
119,39,call,2025-12-25T10:42:28,voicemail,cmp_5
120,40,sms,2025-12-27T06:42:28,voicemail,cmp_3
121,40,sms,2025-12-22T14:30:28,answered,cmp_1
122,40,call,2025-12-26T17:48:28,dropped,cmp_3
123,40,call,2025-12-27T11:10:28,answered,cmp_4
124,40,call,2025-12-25T05:19:28,dropped,cmp_8
125,40,sms,2025-12-20T23:30:28,voicemail,cmp_5
126,42,sms,2026-01-08T06:27:28,no_answer,cmp_2
127,42,call,2026-01-01T23:53:28,voicemail,cmp_6
128,42,sms,2026-01-03T19:49:28,dropped,cmp_4
129,42,call,2026-01-06T15:03:28,answered,cmp_2
130,43,sms,2025-12-29T00:40:28,no_answer,cmp_2
131,43,sms,2025-12-29T04:46:28,answered,cmp_1
132,43,sms,2025-12-26T22:02:28,answered,cmp_5
133,44,call,2026-01-05T19:44:28,voicemail,cmp_1
134,44,sms,2026-01-02T16:51:28,voicemail,cmp_3
135,44,sms,2026-01-05T06:18:28,voicemail,cmp_7
136,44,call,2026-01-07T21:50:28,voicemail,cmp_1
137,46,sms,2025-12-21T04:30:28,voicemail,cmp_1
138,46,sms,2025-12-25T10:59:28,voicemail,cmp_7
139,46,sms,2025-12-23T23:52:28,voicemail,cmp_4
140,47,call,2025-12-18T10:31:28,no_answer,cmp_7
141,47,call,2025-12-20T02:20:28,dropped,cmp_6
142,47,call,2025-12-24T22:20:28,dropped,cmp_7
143,47,sms,2025-12-18T08:19:28,voicemail,cmp_7
144,47,sms,2025-12-18T17:40:28,no_answer,cmp_3
145,48,sms,2025-12-21T21:59:28,dropped,cmp_3
146,48,sms,2025-12-18T22:18:28,dropped,cmp_2
147,48,sms,2025-12-21T01:06:28,no_answer,cmp_8
148,48,call,2025-12-18T21:10:28,voicemail,cmp_7
149,48,sms,2025-12-25T03:19:28,no_answer,cmp_5
150,49,sms,2025-12-23T23:03:28,dropped,cmp_6
151,49,sms,2025-12-22T00:35:28,no_answer,cmp_6
152,50,call,2025-12-30T08:47:28,no_answer,cmp_3
153,50,sms,2026-01-02T13:25:28,no_answer,cmp_8
154,50,call,2026-01-03T06:17:28,dropped,cmp_8
155,51,sms,2026-01-02T11:43:28,dropped,cmp_7
156,53,sms,2025-12-25T10:42:28,dropped,cmp_1
157,53,call,2025-12-27T06:49:28,no_answer,cmp_6
158,53,call,2025-12-22T15:44:28,dropped,cmp_6
159,54,call,2025-12-25T00:26:28,no_answer,cmp_8
160,54,call,2025-12-24T09:55:28,answered,cmp_8
161,54,call,2025-12-22T06:52:28,no_answer,cmp_6
162,54,call,2025-12-24T07:55:28,voicemail,cmp_8
163,54,sms,2025-12-22T12:12:28,voicemail,cmp_1
164,54,call,2025-12-28T19:33:28,answered,cmp_3
165,55,call,2025-12-23T10:56:28,dropped,cmp_8
166,55,call,2025-12-23T07:25:28,dropped,cmp_7
167,55,call,2025-12-22T18:24:28,dropped,cmp_7
168,55,call,2025-12-22T16:58:28,answered,cmp_2
169,55,sms,2025-12-28T11:56:28,dropped,cmp_2
170,56,sms,2025-12-31T01:51:28,dropped,cmp_2
171,56,sms,2025-12-27T22:12:28,voicemail,cmp_2
172,57,call,2025-12-30T04:22:28,no_answer,cmp_6
173,57,sms,2026-01-02T22:47:28,no_answer,cmp_7
174,57,call,2025-12-31T23:46:28,dropped,cmp_5
175,57,sms,2025-12-29T23:35:28,voicemail,cmp_1
176,57,sms,2025-12-31T22:27:28,dropped,cmp_7
177,58,sms,2026-01-01T05:20:28,answered,cmp_1
178,58,call,2026-01-03T22:53:28,voicemail,cmp_3
179,58,sms,2026-01-04T06:11:28,answered,cmp_2
180,58,sms,2025-12-31T09:27:28,answered,cmp_8
181,58,call,2026-01-01T22:02:28,no_answer,cmp_5
182,59,sms,2025-12-22T03:00:28,answered,cmp_8
183,59,call,2025-12-27T16:33:28,voicemail,cmp_7
184,59,call,2025-12-23T07:52:28,answered,cmp_6
185,59,call,2025-12-25T21:22:28,voicemail,cmp_5
186,59,call,2025-12-25T21:38:28,dropped,cmp_1
187,59,call,2025-12-24T08:52:28,voicemail,cmp_4
188,60,sms,2026-01-07T22:00:28,voicemail,cmp_7
189,60,call,2026-01-04T14:39:28,voicemail,cmp_6
190,60,call,2026-01-04T15:55:28,answered,cmp_8
191,60,sms,2026-01-06T22:19:28,dropped,cmp_4
192,60,sms,2026-01-04T07:06:28,voicemail,cmp_6
193,60,sms,2026-01-05T18:43:28,answered,cmp_1
194,62,call,2025-12-27T21:09:28,no_answer,cmp_8
195,62,call,2025-12-24T07:35:28,no_answer,cmp_5
196,62,sms,2025-12-22T15:13:28,voicemail,cmp_3
197,62,sms,2025-12-21T19:48:28,no_answer,cmp_7
198,62,call,2025-12-26T22:53:28,answered,cmp_3
199,63,sms,2025-12-22T02:19:28,answered,cmp_7
200,63,call,2025-12-25T20:06:28,answered,cmp_2
201,63,sms,2025-12-21T01:59:28,no_answer,cmp_3
202,63,call,2025-12-21T08:12:28,no_answer,cmp_8
203,64,call,2025-12-28T19:25:28,dropped,cmp_4
204,64,call,2025-12-23T15:53:28,dropped,cmp_6
205,65,sms,2025-12-22T20:52:28,no_answer,cmp_5
206,65,sms,2025-12-27T14:38:28,no_answer,cmp_7
207,65,call,2025-12-23T12:40:28,answered,cmp_4
208,66,call,2026-01-02T13:05:28,voicemail,cmp_3
209,66,sms,2025-12-31T12:27:28,no_answer,cmp_8
210,66,call,2026-01-02T01:02:28,answered,cmp_1
211,67,sms,2025-12-27T22:15:28,dropped,cmp_2
212,67,call,2025-12-29T23:31:28,voicemail,cmp_2
213,67,call,2025-12-28T12:48:28,dropped,cmp_2
214,67,call,2025-12-27T00:24:28,dropped,cmp_2
215,67,call,2025-12-28T01:35:28,no_answer,cmp_2
216,67,call,2025-12-25T04:05:28,voicemail,cmp_5
217,68,sms,2025-12-28T02:18:28,answered,cmp_1
218,69,call,2026-01-01T08:25:28,answered,cmp_8
219,69,call,2025-12-29T11:31:28,no_answer,cmp_6
220,70,call,2025-12-29T02:14:28,answered,cmp_1
221,71,call,2026-01-02T18:49:28,dropped,cmp_3
222,71,sms,2025-12-28T20:09:28,no_answer,cmp_7
223,71,call,2026-01-02T04:51:28,answered,cmp_1
224,71,call,2025-12-29T02:25:28,answered,cmp_8
225,71,sms,2026-01-03T04:23:28,dropped,cmp_1
226,71,sms,2025-12-30T00:52:28,no_answer,cmp_8
227,72,call,2025-12-27T06:53:28,no_answer,cmp_3
228,72,call,2025-12-23T04:05:28,answered,cmp_6
229,74,sms,2025-12-25T08:42:28,no_answer,cmp_7
230,74,sms,2025-12-22T01:57:28,dropped,cmp_6
231,74,call,2025-12-23T18:53:28,dropped,cmp_2
232,74,sms,2025-12-24T13:51:28,no_answer,cmp_4
233,74,sms,2025-12-22T04:42:28,dropped,cmp_6
234,74,call,2025-12-22T01:05:28,no_answer,cmp_2
235,75,sms,2025-12-20T20:30:28,answered,cmp_6
236,76,sms,2025-12-23T20:36:28,answered,cmp_2
237,76,call,2025-12-24T03:36:28,voicemail,cmp_3
238,76,sms,2025-12-23T04:32:28,answered,cmp_5
239,76,sms,2025-12-24T11:18:28,no_answer,cmp_2
240,76,call,2025-12-25T10:08:28,answered,cmp_4
241,76,sms,2025-12-23T13:09:28,answered,cmp_5
242,77,call,2025-12-22T04:33:28,dropped,cmp_3
243,77,call,2025-12-22T14:36:28,answered,cmp_3
244,77,sms,2025-12-26T18:21:28,dropped,cmp_7
245,77,call,2025-12-23T15:42:28,dropped,cmp_3
246,77,call,2025-12-23T00:08:28,dropped,cmp_7
247,77,call,2025-12-26T19:32:28,no_answer,cmp_7
248,78,call,2025-12-28T00:35:28,voicemail,cmp_8
249,79,sms,2025-12-24T11:02:28,no_answer,cmp_1
250,79,call,2025-12-20T14:54:28,voicemail,cmp_1
251,79,sms,2025-12-24T11:13:28,no_answer,cmp_3
252,79,call,2025-12-18T03:22:28,answered,cmp_4
253,80,call,2025-12-26T10:33:28,voicemail,cmp_6
254,80,sms,2025-12-23T22:56:28,no_answer,cmp_4
255,80,sms,2025-12-26T13:45:28,answered,cmp_2
256,80,call,2025-12-20T22:49:28,answered,cmp_6
257,81,call,2025-12-23T01:22:28,voicemail,cmp_1
258,81,call,2025-12-22T01:38:28,voicemail,cmp_2
259,81,sms,2025-12-24T19:43:28,voicemail,cmp_5
260,81,sms,2025-12-24T01:11:28,dropped,cmp_6
261,82,sms,2026-01-05T12:26:28,no_answer,cmp_7
262,83,call,2025-12-29T10:06:28,answered,cmp_7
263,83,call,2025-12-30T05:50:28,no_answer,cmp_2
264,84,call,2025-12-24T10:32:28,voicemail,cmp_3
265,84,sms,2025-12-28T02:37:28,voicemail,cmp_4
266,84,sms,2025-12-24T21:49:28,answered,cmp_1
267,86,call,2026-01-02T16:18:28,dropped,cmp_7
268,86,call,2026-01-01T10:16:28,no_answer,cmp_3
269,86,call,2026-01-01T19:43:28,voicemail,cmp_5
270,89,call,2025-12-30T07:31:28,answered,cmp_6
271,89,sms,2026-01-02T15:18:28,dropped,cmp_3
272,90,call,2025-12-23T19:47:28,no_answer,cmp_7
273,90,sms,2025-12-26T08:30:28,voicemail,cmp_4
274,90,sms,2025-12-20T16:09:28,voicemail,cmp_1
275,90,sms,2025-12-23T17:02:28,answered,cmp_4
276,91,sms,2026-01-04T17:58:28,voicemail,cmp_7
277,92,call,2025-12-31T05:44:28,dropped,cmp_3
278,92,call,2025-12-29T20:51:28,voicemail,cmp_8
279,92,sms,2025-12-30T16:42:28,no_answer,cmp_2
280,94,call,2026-01-01T04:36:28,dropped,cmp_7
281,94,sms,2026-01-03T09:05:28,no_answer,cmp_8
282,94,call,2025-12-31T13:35:28,no_answer,cmp_2
283,94,call,2026-01-05T01:21:28,no_answer,cmp_3
284,94,sms,2025-12-30T00:15:28,no_answer,cmp_5
285,95,sms,2025-12-29T23:59:28,voicemail,cmp_5
286,95,call,2025-12-29T12:52:28,dropped,cmp_2
287,96,call,2025-12-26T21:37:28,answered,cmp_5
288,96,sms,2026-01-01T10:57:28,voicemail,cmp_7
289,96,sms,2025-12-31T02:37:28,dropped,cmp_3
290,97,sms,2026-01-02T02:34:28,no_answer,cmp_1
291,97,sms,2026-01-02T21:48:28,answered,cmp_6
292,97,sms,2026-01-03T15:09:28,answered,cmp_4
293,97,sms,2025-12-29T15:37:28,voicemail,cmp_5
294,98,call,2025-12-31T09:19:28,no_answer,cmp_7
295,98,sms,2026-01-02T05:26:28,no_answer,cmp_2
296,98,sms,2025-12-30T12:10:28,answered,cmp_3
297,98,call,2025-12-28T20:31:28,dropped,cmp_1
298,98,sms,2025-12-30T11:50:28,dropped,cmp_7
299,99,call,2025-12-28T08:01:28,dropped,cmp_3
300,99,sms,2026-01-03T02:37:28,voicemail,cmp_2
301,99,call,2025-12-29T11:24:28,no_answer,cmp_4
302,99,call,2026-01-01T18:43:28,dropped,cmp_1
303,99,sms,2026-01-03T08:00:28,no_answer,cmp_1
304,100,sms,2025-12-27T05:18:28,voicemail,cmp_7
305,101,sms,2025-12-27T09:50:28,voicemail,cmp_7
306,101,sms,2025-12-25T01:21:28,voicemail,cmp_5
307,101,call,2025-12-26T01:51:28,voicemail,cmp_6
308,102,sms,2025-12-23T22:04:28,no_answer,cmp_1
309,102,sms,2025-12-28T08:48:28,answered,cmp_8
310,102,sms,2025-12-23T22:21:28,answered,cmp_4
311,102,call,2025-12-24T13:08:28,dropped,cmp_6
312,102,call,2025-12-25T23:17:28,no_answer,cmp_5
313,102,sms,2025-12-22T04:31:28,no_answer,cmp_6
314,103,call,2025-12-22T10:29:28,voicemail,cmp_7
315,103,sms,2025-12-28T13:30:28,dropped,cmp_2
316,103,call,2025-12-25T05:02:28,no_answer,cmp_2
317,103,sms,2025-12-29T00:31:28,no_answer,cmp_3
318,103,sms,2025-12-23T13:33:28,no_answer,cmp_2
319,104,sms,2025-12-30T08:29:28,answered,cmp_8
320,104,call,2025-12-29T19:06:28,no_answer,cmp_8
321,104,sms,2026-01-02T14:26:28,dropped,cmp_7
322,105,call,2025-12-30T09:42:28,answered,cmp_6
323,105,call,2026-01-03T01:52:28,no_answer,cmp_4
324,105,call,2026-01-01T20:59:28,voicemail,cmp_3
325,107,sms,2025-12-21T22:46:28,voicemail,cmp_7
326,107,sms,2025-12-26T17:49:28,no_answer,cmp_3
327,107,call,2025-12-28T01:29:28,no_answer,cmp_4
328,107,call,2025-12-26T14:05:28,answered,cmp_7
329,107,call,2025-12-26T22:17:28,answered,cmp_2
330,107,call,2025-12-26T13:31:28,dropped,cmp_2
331,108,call,2025-12-24T08:51:28,answered,cmp_5
332,108,sms,2025-12-25T14:13:28,no_answer,cmp_7
333,108,call,2025-12-27T20:39:28,answered,cmp_8
334,108,sms,2025-12-23T12:19:28,no_answer,cmp_6
335,109,call,2025-12-29T06:55:28,no_answer,cmp_8
336,109,call,2025-12-28T04:45:28,answered,cmp_8
337,109,call,2025-12-27T00:34:28,answered,cmp_5
338,109,sms,2025-12-31T05:14:28,answered,cmp_2
339,109,call,2026-01-01T03:40:28,voicemail,cmp_6
340,110,call,2026-01-01T01:46:28,no_answer,cmp_6
341,110,sms,2025-12-30T01:19:28,answered,cmp_6
342,110,call,2026-01-02T20:51:28,dropped,cmp_5
343,111,sms,2025-12-31T03:10:28,no_answer,cmp_2
344,111,call,2025-12-29T03:02:28,no_answer,cmp_2
345,111,sms,2025-12-30T22:46:28,dropped,cmp_6
346,111,call,2025-12-31T05:11:28,dropped,cmp_2
347,111,call,2025-12-30T18:18:28,voicemail,cmp_1
348,111,call,2026-01-02T01:49:28,voicemail,cmp_2
349,112,sms,2025-12-29T19:41:28,dropped,cmp_3
350,112,call,2025-12-30T01:23:28,dropped,cmp_8
351,112,sms,2025-12-30T01:30:28,voicemail,cmp_5
352,114,sms,2025-12-24T18:01:28,no_answer,cmp_2
353,114,sms,2025-12-26T22:11:28,dropped,cmp_6
354,114,call,2025-12-23T16:07:28,dropped,cmp_1
355,114,call,2025-12-27T17:20:28,voicemail,cmp_4
356,115,sms,2025-12-24T18:57:28,no_answer,cmp_8
357,115,sms,2025-12-21T22:25:28,voicemail,cmp_8
358,115,call,2025-12-19T02:24:28,voicemail,cmp_6
359,115,call,2025-12-24T07:38:28,dropped,cmp_2
360,115,call,2025-12-21T23:48:28,dropped,cmp_4
361,116,sms,2026-01-03T00:57:28,dropped,cmp_1
362,116,call,2026-01-02T15:49:28,dropped,cmp_8
363,116,call,2026-01-02T12:44:28,answered,cmp_1
364,117,call,2025-12-29T19:37:28,no_answer,cmp_3
365,117,sms,2025-12-26T13:49:28,dropped,cmp_7
366,117,call,2025-12-30T23:55:28,voicemail,cmp_5
367,117,sms,2025-12-29T05:15:28,voicemail,cmp_6
368,118,call,2025-12-24T12:24:28,voicemail,cmp_6
369,118,call,2025-12-23T23:29:28,voicemail,cmp_2
370,118,sms,2025-12-25T06:19:28,dropped,cmp_5
371,118,call,2025-12-25T08:35:28,answered,cmp_7
372,118,call,2025-12-19T20:26:28,no_answer,cmp_5
373,119,call,2025-12-20T18:21:28,voicemail,cmp_4
374,119,sms,2025-12-25T06:30:28,answered,cmp_4
375,119,sms,2025-12-24T10:03:28,voicemail,cmp_1
376,119,sms,2025-12-22T01:54:28,answered,cmp_1
377,119,sms,2025-12-23T21:40:28,voicemail,cmp_4
378,120,sms,2026-01-01T03:48:28,answered,cmp_3
379,120,call,2025-12-28T21:02:28,dropped,cmp_5
380,120,call,2025-12-31T05:38:28,voicemail,cmp_1
381,120,call,2025-12-29T02:15:28,answered,cmp_5
382,120,sms,2025-12-30T02:05:28,no_answer,cmp_3
383,120,call,2025-12-31T00:20:28,dropped,cmp_2
384,121,sms,2025-12-22T07:11:28,voicemail,cmp_4
385,121,sms,2025-12-27T20:02:28,answered,cmp_2
386,122,call,2025-12-23T09:56:28,voicemail,cmp_7
387,122,sms,2025-12-26T23:05:28,voicemail,cmp_1
388,122,sms,2025-12-25T07:13:28,voicemail,cmp_4
389,122,call,2025-12-23T11:46:28,answered,cmp_2
390,122,call,2025-12-22T17:21:28,dropped,cmp_2
391,123,sms,2025-12-27T20:06:28,answered,cmp_3
392,125,call,2025-12-24T01:13:28,voicemail,cmp_2
393,125,sms,2025-12-23T05:09:28,dropped,cmp_7
394,125,sms,2025-12-22T07:12:28,answered,cmp_2
395,126,call,2026-01-06T07:03:28,answered,cmp_5
396,126,call,2026-01-07T10:20:28,dropped,cmp_7
397,126,sms,2026-01-04T10:02:28,no_answer,cmp_3
398,126,sms,2026-01-06T01:51:28,no_answer,cmp_5
399,126,sms,2026-01-06T12:42:28,answered,cmp_3
400,126,sms,2025-12-31T14:01:28,answered,cmp_5
401,127,sms,2026-01-05T11:17:28,no_answer,cmp_3
402,128,sms,2026-01-02T17:08:28,no_answer,cmp_1
403,129,call,2025-12-29T03:44:28,answered,cmp_5
404,129,sms,2025-12-22T17:01:28,voicemail,cmp_3
405,129,call,2025-12-28T06:30:28,answered,cmp_4
406,129,sms,2025-12-25T01:43:28,voicemail,cmp_3
407,129,sms,2025-12-27T04:38:28,no_answer,cmp_1
408,129,call,2025-12-24T18:05:28,dropped,cmp_5
409,130,sms,2025-12-30T20:50:28,dropped,cmp_8
410,130,call,2025-12-31T01:38:28,answered,cmp_5
411,130,call,2026-01-03T21:04:28,answered,cmp_2
412,130,call,2025-12-29T08:47:28,dropped,cmp_4
413,130,sms,2025-12-29T09:23:28,no_answer,cmp_6
414,130,sms,2026-01-01T00:04:28,answered,cmp_7
415,131,call,2025-12-26T07:50:28,no_answer,cmp_3
416,131,call,2025-12-25T12:19:28,dropped,cmp_6
417,133,call,2026-01-04T10:25:28,no_answer,cmp_1
418,134,sms,2025-12-22T16:02:28,dropped,cmp_1
419,134,call,2025-12-21T19:24:28,voicemail,cmp_5
420,134,call,2025-12-25T16:40:28,dropped,cmp_6
421,134,call,2025-12-25T20:01:28,dropped,cmp_4
422,134,sms,2025-12-25T11:26:28,dropped,cmp_1
423,135,call,2025-12-22T02:12:28,no_answer,cmp_3
424,135,call,2025-12-22T14:25:28,dropped,cmp_6
425,135,sms,2025-12-26T12:32:28,no_answer,cmp_7
426,135,call,2025-12-21T16:04:28,no_answer,cmp_3
427,136,call,2025-12-31T02:22:28,no_answer,cmp_7
428,136,call,2025-12-31T19:05:28,voicemail,cmp_2
429,136,sms,2025-12-28T15:03:28,no_answer,cmp_4
430,136,call,2026-01-02T14:03:28,no_answer,cmp_5
431,136,sms,2025-12-29T00:08:28,answered,cmp_4
432,137,call,2025-12-25T10:52:28,dropped,cmp_3
433,137,sms,2025-12-26T09:57:28,answered,cmp_2
434,137,call,2025-12-22T22:28:28,answered,cmp_7
435,138,call,2025-12-31T09:13:28,dropped,cmp_4
436,138,sms,2026-01-03T13:08:28,answered,cmp_7
437,138,call,2025-12-29T05:48:28,answered,cmp_5
438,138,sms,2026-01-01T14:44:28,answered,cmp_2
439,139,call,2025-12-18T11:53:28,voicemail,cmp_7
440,139,sms,2025-12-20T02:21:28,voicemail,cmp_5
441,139,sms,2025-12-24T16:39:28,dropped,cmp_4
442,139,sms,2025-12-21T17:02:28,dropped,cmp_5
443,140,sms,2025-12-29T17:45:28,answered,cmp_4
444,140,call,2025-12-29T04:06:28,dropped,cmp_6
445,141,call,2025-12-31T03:33:28,answered,cmp_2
446,141,sms,2026-01-01T02:19:28,no_answer,cmp_6
447,141,sms,2025-12-27T02:51:28,dropped,cmp_5
448,141,call,2026-01-01T02:52:28,dropped,cmp_1
449,141,sms,2025-12-28T05:48:28,no_answer,cmp_3
450,141,call,2025-12-31T09:12:28,no_answer,cmp_2
451,142,sms,2025-12-25T00:04:28,no_answer,cmp_1
452,142,call,2025-12-24T09:46:28,voicemail,cmp_6
453,143,call,2025-12-24T00:45:28,dropped,cmp_1
454,143,call,2025-12-23T22:33:28,voicemail,cmp_6
455,143,sms,2025-12-22T09:23:28,dropped,cmp_8
456,143,sms,2025-12-28T00:55:28,dropped,cmp_8
457,143,call,2025-12-25T17:37:28,dropped,cmp_4
458,143,sms,2025-12-27T15:21:28,voicemail,cmp_1
459,144,sms,2026-01-07T02:49:28,answered,cmp_3
460,144,call,2026-01-04T08:56:28,voicemail,cmp_3
461,144,call,2026-01-06T20:33:28,no_answer,cmp_4
462,144,sms,2026-01-06T06:29:28,no_answer,cmp_4
463,144,call,2026-01-07T17:56:28,answered,cmp_2
464,145,call,2026-01-04T11:15:28,answered,cmp_8
465,145,sms,2026-01-01T14:56:28,voicemail,cmp_8
466,145,sms,2025-12-31T11:53:28,no_answer,cmp_1
467,145,call,2026-01-03T09:06:28,dropped,cmp_3
468,145,sms,2026-01-01T23:20:28,answered,cmp_1
